make_model,body_type,price,vat,km,hp,previous_owners,make,model,body_color,paint_type,gearing_type,displacement,weight,drive_chain,fuel,gears,country_version,cons_combined,cons_city,cons_country,age,upholstery_type,co2_emission,comfort,extras
Audi A3,Sedans,21700,VAT deductible,20557,85.0,0,Audi,A3,Grey,Metallic,Manual,1598.0,1820.0,front,Diesel,6.0,Germany,4.1,4.6,3.8,1,Cloth,108.0,Air conditioning,On-board computer
Audi A3,Sedans,21700,VAT deductible,0,110.0,1,Audi,A3,White,Metallic,Manual,999.0,1180.0,front,Benzin,6.0,Germany,5.1,6.455525606469003,4.554716981132075,1,Cloth,108.0,Air conditioning,Bluetooth
Audi A3,Sedans,21695,VAT deductible,3800,85.0,1,Audi,A3,Grey,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.0,5.8,4.2,1,Cloth,105.0,Air conditioning,Bluetooth
Audi A3,Sedans,21690,VAT deductible,9621,85.0,1,Audi,A3,Black,Metallic,Manual,1598.0,1335.0,front,Diesel,6.0,Germany,4.1,4.6,3.8,1,Cloth,107.0,Air conditioning,Bluetooth
Audi A3,Sedans,21690,VAT deductible,12000,85.0,1,Audi,A3,Grey,Metallic,Manual,999.0,1360.0,front,Benzin,6.0,Germany,5.1,6.1,4.6,1,Cloth,121.0,Air conditioning,Bluetooth
Audi A3,Sedans,21790,VAT deductible,14450,85.0,1,Audi,A3,Grey,Metallic,Manual,1598.0,1335.0,front,Diesel,6.0,Germany,4.0,4.5,3.7,1,Cloth,108.0,Air conditioning,Bluetooth
Audi A3,Sedans,21790,VAT deductible,7900,85.0,2,Audi,A3,Grey,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,European Union,4.0,7.4,5.0,1,Cloth,105.0,Air conditioning,Bluetooth
Audi A3,Sedans,21790,VAT deductible,4700,85.0,1,Audi,A3,Black,Metallic,Manual,999.0,1360.0,front,Benzin,6.0,European Union,5.1,5.6374270508084345,4.100973465178125,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,21790,VAT deductible,6750,85.0,1,Audi,A3,White,Metallic,Manual,999.0,1360.0,front,Benzin,6.0,European Union,5.1,5.6374270508084345,4.100973465178125,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,21800,VAT deductible,12200,85.0,0,Audi,A3,Black,Metallic,Manual,1598.0,1310.0,front,Diesel,6.0,Italy,3.8,4.2,3.6,1,Cloth,99.0,Air conditioning,Bluetooth
Audi A3,Sedans,21800,VAT deductible,17676,85.0,0,Audi,A3,Grey,Metallic,Manual,1598.0,1335.0,front,Diesel,6.0,Germany,4.4,5.0,4.0,1,Cloth,114.0,Air conditioning,Bluetooth
Audi A3,Sedans,21800,VAT deductible,25940,85.0,1,Audi,A3,Blue,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.0,4.5,3.7,1,Cloth,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,21800,VAT deductible,15000,85.0,0,Audi,A3,Grey,Metallic,Manual,1598.0,1260.0,front,Diesel,6.0,Germany,4.0,4.5,3.7,1,Cloth,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,21800,VAT deductible,14160,85.0,1,Audi,A3,Grey,Metallic,Manual,1598.0,1335.0,front,Diesel,6.0,Belgium,4.1,4.6,3.8,1,Part/Full Leather,108.0,Air conditioning,Bluetooth
Audi A3,Sedans,21790,VAT deductible,25000,85.0,1,Audi,A3,Black,Metallic,Manual,999.0,1255.0,front,Benzin,6.0,Austria,4.5,5.5,3.9,1,Part/Full Leather,107.0,Air conditioning,Bluetooth
Audi A3,Sedans,21790,VAT deductible,27000,85.0,1,Audi,A3,Grey,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.0,4.5,3.6,1,Cloth,104.0,Air conditioning,Bluetooth
Audi A3,Sedans,21762,VAT deductible,6648,85.0,1,Audi,A3,White,Metallic,Manual,999.0,1360.0,front,Benzin,6.0,Germany,4.4,5.5,3.8,1,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,21750,VAT deductible,34000,85.0,0,Audi,A3,Black,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Italy,4.0,4.5,3.7,1,Cloth,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,21750,VAT deductible,1900,85.0,1,Audi,A3,Black,Metallic,Manual,999.0,1265.0,front,Benzin,6.0,Germany,4.7,5.7,4.1,1,Cloth,107.0,Air conditioning,Bluetooth
Audi A3,Sedans,21740,VAT deductible,5610,85.0,1,Audi,A3,Black,Metallic,Manual,1598.0,1335.0,front,Diesel,6.0,Germany,4.2,4.7,3.9,1,Part/Full Leather,111.0,Air conditioning,Bluetooth
Audi A3,Sedans,21729,VAT deductible,6226,85.0,1,Audi,A3,Grey,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.4,5.0,4.0,1,Cloth,118.0,Air conditioning,Bluetooth
Audi A3,Sedans,21700,VAT deductible,26500,110.0,1,Audi,A3,White,Metallic,Manual,1968.0,1360.0,front,Diesel,6.0,Germany,4.2,5.1,3.7,1,Cloth,109.0,Air conditioning,Bluetooth
Audi A3,Sedans,21700,VAT deductible,13076,85.0,0,Audi,A3,Grey,Metallic,Manual,1598.0,1820.0,front,Diesel,6.0,Germany,4.1,4.6,3.8,1,Cloth,108.0,Air conditioning,On-board computer
Audi A3,Sedans,21700,VAT deductible,13259,85.0,0,Audi,A3,Black,Metallic,Manual,1598.0,1820.0,front,Diesel,6.0,Germany,4.1,4.6,3.8,1,Cloth,108.0,Air conditioning,On-board computer
Audi A3,Sedans,21700,VAT deductible,17071,85.0,0,Audi,A3,Grey,Metallic,Manual,1598.0,1265.0,front,Diesel,6.0,Germany,4.0,4.3,3.5,1,Cloth,107.0,Armrest,Bluetooth
Audi A3,Sedans,21680,VAT deductible,4500,85.0,1,Audi,A3,Grey,Metallic,Manual,999.0,1255.0,front,Benzin,6.0,Germany,4.8,5.8,4.2,1,Cloth,114.0,Air conditioning,Bluetooth
Audi A3,Sedans,21680,VAT deductible,25982,110.0,1,Audi,A3,Blue,Metallic,Manual,1968.0,1360.0,front,Diesel,6.0,Germany,4.2,5.1,3.7,1,Cloth,109.0,Air conditioning,Bluetooth
Audi A3,Sedans,21650,VAT deductible,15070,85.0,1,Audi,A3,Silver,Metallic,Manual,1598.0,1345.0,front,Diesel,6.0,Germany,4.2,4.7,3.8,1,Cloth,110.0,Air conditioning,Bluetooth
Audi A3,Sedans,21650,VAT deductible,8100,85.0,1,Audi,A3,Blue,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.1,4.6,3.8,1,Cloth,108.0,Air conditioning,Bluetooth
Audi A3,Sedans,21550,VAT deductible,3200,85.0,1,Audi,A3,Black,Metallic,Manual,999.0,1265.0,front,Benzin,6.0,Germany,4.7,5.7,4.1,1,Cloth,107.0,Air conditioning,Bluetooth
Audi A3,Sedans,21640,VAT deductible,5230,85.0,1,Audi,A3,Silver,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.2,4.7,3.9,1,Cloth,109.0,Air conditioning,Bluetooth
Audi A3,Sedans,21600,VAT deductible,26600,85.0,1,Audi,A3,Blue,Metallic,Manual,1598.0,1360.0,front,Diesel,6.0,Germany,4.0,4.0,3.0,1,Cloth,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,21535,VAT deductible,1,110.0,1,Audi,A3,Black,Metallic,Manual,1498.0,1360.0,front,Benzin,6.0,European Union,5.5,6.9,4.7,1,Cloth,125.0,Air conditioning,Bluetooth
Audi A3,Sedans,21600,VAT deductible,17544,85.0,0,Audi,A3,White,Metallic,Manual,1598.0,1815.0,front,Diesel,6.0,Germany,4.0,4.3,3.5,1,Cloth,107.0,Air conditioning,On-board computer
Audi A3,Sedans,21600,VAT deductible,17863,85.0,0,Audi,A3,Grey,Metallic,Manual,1598.0,1820.0,front,Diesel,6.0,Germany,4.1,4.6,3.8,1,Cloth,108.0,Air conditioning,On-board computer
Audi A3,Sedans,23900,VAT deductible,0,85.0,1,Audi,A3,White,Metallic,Automatic,999.0,1280.0,front,Benzin,7.0,Germany,5.2,5.8,4.8,1,Cloth,118.0,Air conditioning,CD player
Audi A3,Sedans,23900,VAT deductible,0,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1385.0,front,Diesel,7.0,Germany,4.0,4.3,3.8,1,Cloth,105.0,Air conditioning,CD player
Audi A3,Sedans,23900,VAT deductible,0,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1385.0,front,Diesel,7.0,Germany,4.0,4.3,3.8,1,Cloth,105.0,Air conditioning,CD player
Audi A3,Sedans,23900,VAT deductible,10,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1285.0,front,Benzin,7.0,Italy,3.9,4.1,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,23900,VAT deductible,0,85.0,1,Audi,A3,White,Metallic,Automatic,999.0,1275.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,23900,VAT deductible,80,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,24500,VAT deductible,10,85.0,1,Audi,A3,Silver,Metallic,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,0,Cloth,117.0,Navigation system,Bluetooth
Audi A3,Station wagon,25800,VAT deductible,3477,85.0,1,Audi,A3,Red,Metallic,Automatic,999.0,1365.0,front,Benzin,7.0,Germany,5.2,5.8,4.8,0,Cloth,118.0,Air conditioning,Bluetooth
Audi A3,Station wagon,25740,VAT deductible,10,85.0,1,Audi,A3,Violet,Metallic,Automatic,999.0,1365.0,front,Benzin,7.0,European Union,4.7,5.6,4.2,0,Cloth,107.0,Air conditioning,Bluetooth
Audi A3,Sedans,25600,VAT deductible,1,140.0,1,Audi,A3,Black,Metallic,Automatic,1984.0,1490.0,4WD,Benzin,7.0,European Union,6.4,8.3,5.3,1,Cloth,146.0,Air conditioning,Bluetooth
Audi A3,Station wagon,26825,VAT deductible,36,110.0,1,Audi,A3,Grey,Metallic,Automatic,1968.0,1440.0,front,Diesel,7.0,European Union,3.9,4.2,3.7,0,Part/Full Leather,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,26188,VAT deductible,10,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1345.0,front,Benzin,7.0,European Union,5.2,6.4,4.4,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26290,VAT deductible,10,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,European Union,3.9,4.2,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,26188,VAT deductible,10,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1345.0,front,Benzin,7.0,European Union,5.2,6.4,4.4,1,Cloth,117.0,Air conditioning,On-board computer
Audi A3,Sedans,26900,VAT deductible,251,85.0,1,Audi,A3,Black,Metallic,Automatic,999.0,1285.0,front,Benzin,7.0,Germany,5.1,5.6374270508084345,4.100973465178125,0,Cloth,117.0,Air conditioning,CD player
Audi A3,Sedans,26900,VAT deductible,10,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,1,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Station wagon,26990,VAT deductible,25,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1310.0,front,Diesel,7.0,Germany,4.0,7.114285714285715,3.8,0,Part/Full Leather,105.0,Air conditioning,Bluetooth
Audi A3,Sedans,26980,VAT deductible,10,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,Czech Republic,5.1,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26590,VAT deductible,3500,85.0,1,Audi,A3,White,Metallic,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.2,6.0,4.8,0,Part/Full Leather,119.0,Air conditioning,Bluetooth
Audi A3,Sedans,26290,VAT deductible,10,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,European Union,3.9,4.2,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Station wagon,26990,VAT deductible,10,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1365.0,front,Benzin,7.0,European Union,5.2,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Station wagon,27400,VAT deductible,4999,85.0,1,Audi,A3,Silver,Metallic,Automatic,999.0,1365.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,0,Part/Full Leather,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27450,VAT deductible,0,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1345.0,front,Benzin,7.0,Germany,5.1,6.455525606469003,4.554716981132075,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27470,VAT deductible,0,85.0,0,Audi,A3,White,Metallic,Automatic,1598.0,1285.0,front,Diesel,7.0,Spain,4.0,4.2,3.9,1,Cloth,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,27400,VAT deductible,4999,85.0,1,Audi,A3,Silver,Metallic,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,0,Part/Full Leather,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27488,VAT deductible,10,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1345.0,front,Benzin,7.0,Germany,5.2,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27488,VAT deductible,10,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1345.0,front,Benzin,7.0,Germany,5.2,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27450,VAT deductible,0,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1345.0,front,Benzin,7.0,Germany,5.1,6.455525606469003,4.554716981132075,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27449,VAT deductible,0,85.0,1,Audi,A3,Black,Metallic,Automatic,1584.0,1430.0,front,Diesel,7.0,Germany,4.5,5.2,4.1,1,Cloth,119.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27350,VAT deductible,50,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,0,Part/Full Leather,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,27400,VAT deductible,6515,85.0,1,Audi,A3,Grey,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Armrest,Bluetooth
Audi A3,Sedans,26800,VAT deductible,1,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.2,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27400,VAT deductible,10,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Cruise control,Bluetooth
Audi A3,Sedans,27370,VAT deductible,5800,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,Germany,5.1,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27410,VAT deductible,5,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1325.0,front,Benzin,7.0,Poland,5.1,6.722222222222222,4.5888888888888895,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26800,VAT deductible,10,85.0,1,Audi,A3,Silver,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Navigation system,Bluetooth
Audi A3,Sedans,27350,VAT deductible,50,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,0,Part/Full Leather,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,27318,VAT deductible,20,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,European Union,5.1,6.4,4.4,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27300,VAT deductible,15500,85.0,0,Audi,A3,Red,Metallic,Automatic,999.0,1760.0,front,Benzin,7.0,Germany,5.1,5.5,4.1,0,Cloth,117.0,Air conditioning,On-board computer
Audi A3,Sedans,27300,VAT deductible,0,85.0,1,Audi,A3,Silver,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Cruise control,Bluetooth
Audi A3,Sedans,27300,VAT deductible,10,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Italy,3.9,4.1,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,27300,VAT deductible,5000,85.0,1,Audi,A3,Red,Metallic,Automatic,1598.0,1845.0,front,Diesel,7.0,Germany,4.0,4.2,3.8,0,Cloth,104.0,Air conditioning,On-board computer
Audi A3,Compact,27288,VAT deductible,0,110.0,1,Audi,A3,Black,Metallic,Automatic,1968.0,1395.0,front,Diesel,7.0,Germany,4.0,5.0,3.0,1,Cloth,105.0,Air conditioning,Bluetooth
Audi A3,Sedans,27300,VAT deductible,0,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Cruise control,Bluetooth
Audi A3,Sedans,27250,VAT deductible,3400,85.0,1,Audi,A3,White,Metallic,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,27230,VAT deductible,10,110.0,1,Audi,A3,Blue,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,European Union,5.2,6.4,4.4,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Station wagon,27225,VAT deductible,45,110.0,1,Audi,A3,Blue,Metallic,Automatic,1968.0,1440.0,front,Diesel,7.0,European Union,3.9,4.2,3.7,0,Part/Full Leather,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,27250,VAT deductible,1,110.0,1,Audi,A3,Black,Metallic,Automatic,1968.0,1440.0,front,Diesel,7.0,European Union,4.4,5.2,3.9,1,Cloth,115.0,Air conditioning,Bluetooth
Audi A3,Sedans,27200,VAT deductible,0,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,27200,VAT deductible,10,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1370.0,front,Diesel,7.0,Germany,3.9,4.3,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,26800,VAT deductible,10,85.0,1,Audi,A3,Black,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,27116,VAT deductible,1200,85.0,1,Audi,A3,Black,Metallic,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,6.0,4.1,0,Cloth,119.0,Air conditioning,Bluetooth
Audi A3,Sedans,26800,VAT deductible,10,85.0,1,Audi,A3,Grey,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,26800,VAT deductible,10,85.0,1,Audi,A3,Grey,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,26795,VAT deductible,1,110.0,1,Audi,A3,Silver,Metallic,Automatic,1498.0,1315.0,front,Benzin,7.0,Belgium,5.1,6.4,4.3,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26790,VAT deductible,10,110.0,0,Audi,A3,Black,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,European Union,5.1,6.041277641277642,4.381572481572482,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26770,VAT deductible,5300,85.0,1,Audi,A3,White,Metallic,Automatic,999.0,1360.0,front,Benzin,7.0,Germany,5.1,5.8,4.7,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26750,VAT deductible,9001,110.0,1,Audi,A3,Black,Metallic,Automatic,1395.0,1335.0,front,Benzin,7.0,Germany,4.7,5.8,4.1,0,Cloth,109.0,Air conditioning,Bluetooth
Audi A3,Sedans,26750,VAT deductible,0,85.0,1,Audi,A3,Blue,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Cruise control,Bluetooth
Audi A3,Station wagon,26700,VAT deductible,0,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1365.0,front,Benzin,7.0,Denmark,4.8,6.0,4.1,1,Cloth,110.0,Air conditioning,Bluetooth
Audi A3,Sedans,26790,VAT deductible,10,110.0,0,Audi,A3,Grey,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,European Union,5.1,6.041277641277642,4.381572481572482,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26700,VAT deductible,10,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Navigation system,Bluetooth
Audi A3,Sedans,27089,VAT deductible,20,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,European Union,5.1,6.4,4.4,1,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26970,VAT deductible,13000,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,Germany,5.1,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26980,VAT deductible,10,110.0,1,Audi,A3,Black,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,Czech Republic,5.1,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26980,VAT deductible,10,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,Czech Republic,5.1,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26700,VAT deductible,1,110.0,1,Audi,A3,White,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,Germany,5.1,6.4,4.4,0,Cloth,115.0,Air conditioning,Radio
Audi A3,Sedans,26970,VAT deductible,11000,110.0,1,Audi,A3,Grey,Metallic,Automatic,1498.0,1360.0,front,Benzin,7.0,Germany,5.1,6.4,4.4,0,Cloth,117.0,Air conditioning,Bluetooth
Audi A3,Sedans,26970,VAT deductible,5000,85.0,1,Audi,A3,Silver,Metallic,Automatic,999.0,1255.0,front,Benzin,7.0,Germany,4.8,5.8,4.2,0,Cloth,114.0,Air conditioning,Bluetooth
Audi A3,Sedans,26970,VAT deductible,5000,85.0,1,Audi,A3,Black,Metallic,Automatic,999.0,1280.0,front,Benzin,7.0,Germany,4.2,5.8,4.8,0,Part/Full Leather,118.0,Air conditioning,Bluetooth
Audi A3,Sedans,26950,VAT deductible,5000,85.0,1,Audi,A3,Blue,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.3,3.7,0,Cloth,103.0,Air conditioning,Bluetooth
Audi A3,Sedans,26950,VAT deductible,10,85.0,1,Audi,A3,White,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Armrest,Bluetooth
Audi A3,Sedans,26950,VAT deductible,50,85.0,1,Audi,A3,Grey,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,0,Part/Full Leather,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,26950,VAT deductible,50,85.0,1,Audi,A3,Blue,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,0,Part/Full Leather,106.0,Air conditioning,Bluetooth
Audi A3,Sedans,26950,VAT deductible,7100,85.0,1,Audi,A3,Silver,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Armrest,Bluetooth
Audi A3,Sedans,26950,VAT deductible,7100,85.0,1,Audi,A3,Silver,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,3.9,4.1,3.7,0,Cloth,103.0,Cruise control,Bluetooth
Audi A3,Sedans,26950,VAT deductible,50,85.0,1,Audi,A3,Blue,Metallic,Automatic,1598.0,1360.0,front,Diesel,7.0,Germany,4.0,4.2,3.9,0,Part/Full Leather,106.0,Air conditioning,Bluetooth
